Molecule ChEMBL ID,Smiles,Standard Value,Standard Units,Molecular Weight,Assay Organism
CHEMBL1082,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,256.0,ug.mL-1,365.41,Escherichia coli
CHEMBL186,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,16.0,ug.mL-1,480.57,Escherichia coli
CHEMBL3039597,CNC(C)[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](C(C)N)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,0.5,ug.mL-1,1390.73,Escherichia coli
CHEMBL28463,CC[C@H]1OC(=O)[C@H](C)[C@H]2OC3(CCN(c4ccc(C#N)cc4)CC3)O[C@](C)(C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O)[C@H](O[C@@H]1O[C@H](C)CC(N(C)C)[C@H]1O)[C@H]2C,25.0,ug.mL-1,773.03,Escherichia coli
CHEMBL2338296,NNC(=O)c1cccnc1SCc1ccccc1,125.0,ug.mL-1,259.33,Escherichia coli
CHEMBL1082,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,2.0,ug.mL-1,365.41,Escherichia coli
CHEMBL1276330,CC(C)c1csc(-c2nnc3n2NC(c2ccc(F)cc2F)S3)n1,16.0,ug.mL-1,365.43,Escherichia coli
CHEMBL3039597,CNC(C)[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](C(C)N)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,0.12,ug.mL-1,1390.73,Escherichia coli
CHEMBL1747,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O,0.25,ug.mL-1,467.52,Escherichia coli
CHEMBL1440,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,2.0,ug.mL-1,444.44,Escherichia coli
CHEMBL2403165,CCN(Cc1ccccc1)C(=O)Nc1cc(-c2ccc(C)cc2)sc1C(=O)O,21.0,ug.mL-1,394.5,Escherichia coli
CHEMBL1276570,COc1ccc(C2C(C#N)=C(N)Oc3ccc4ccccc4c32)cc1,150.0,ug.mL-1,328.37,Escherichia coli
CHEMBL1276751,COc1ccc(C2c3ccccc3OC3NC(=O)N=C(N)C32)cc1,250.0,ug.mL-1,323.35,Escherichia coli
CHEMBL3220155,O=C1C2(CCCC13CC3c1ccc(F)cc1)CC2c1ccc(F)cc1,44300.0,nM,338.4,Escherichia coli
CHEMBL1276779,COc1ccc(C2c3ccc(O)cc3OC3NC(=O)N=C(N)C32)cc1,250.0,ug.mL-1,339.35,Escherichia coli
CHEMBL8,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,0.25,ug.mL-1,331.35,Escherichia coli
CHEMBL4464608,NCC1CCN(c2nc3nc(N)ncc3cc2-c2c(Cl)cccc2Cl)CC1,4.0,ug.mL-1,403.32,Escherichia coli
CHEMBL1436,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1,1.0,ug.mL-1,424.39,Escherichia coli
CHEMBL148,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,0.25,ug.mL-1,299.35,Escherichia coli
CHEMBL1747,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O,0.25,ug.mL-1,467.52,Escherichia coli
CHEMBL452501,CC(C)=CCC/C(C)=C/CC1(CC=C(C)C)C(=O)C(O)=Cc2oc3cc(O)cc(O)c3c(=O)c21,64.0,ug.mL-1,464.56,Escherichia coli
CHEMBL1210007,FC(F)(F)c1cc(N/N=C/c2cccnc2)c2cccc(C(F)(F)F)c2n1,6.25,ug.mL-1,384.28,Escherichia coli
CHEMBL1165325,COc1cc(OC)cc(/C(Cl)=C/C=C/C(=O)c2c(O)cc(OC)cc2OC)c1,,,404.85,Escherichia coli
CHEMBL15413,CO[C@@]1(NC(=O)CSC(F)F)C(=O)N2C(C(=O)O)=C(CSc3nnnn3CCO)CO[C@@H]21,128.0,ug.mL-1,496.47,Escherichia coli
CHEMBL1210122,Cc1cccc2c(/C=N/Nc3cc(C(F)(F)F)nc4c(C(F)(F)F)cccc34)c[nH]c12,6.25,ug.mL-1,436.36,Escherichia coli
CHEMBL1165159,COc1cccc(/C(Cl)=C/C=C/C(=O)c2c(O)cc(OC)cc2OC)c1,100000.0,ug.mL-1,374.82,Escherichia coli
CHEMBL211156,Cc1ccc(NC(=O)NC/C(C#N)=C\c2ccc(Cl)c(Cl)c2)cc1Cl,50.0,ug.mL-1,394.69,Escherichia coli
CHEMBL90249,COc1ccc(Br)c(O)c1O,50.0,ug disk-1,219.03,Escherichia coli
CHEMBL248591,CC[C@H]1OC(=O)[C@H](C)[C@@H](OCc2cn(CC(=O)Nc3ccccn3)nn2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@]2(C)CC(C)=C(O2)[C@H](C)[C@@H](OC(=O)C(C)C)[C@]1(C)OC(=O)C(C)C,128.0,ug.mL-1,913.12,Escherichia coli
CHEMBL365932,COc1ccc(Nc2cc3sc(C)c(C)c3cc2C)cc1OC,,,327.45,Escherichia coli
CHEMBL8,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,0.1,ug.mL-1,331.35,Escherichia coli
CHEMBL50,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,125.0,ug.mL-1,302.24,Escherichia coli
CHEMBL433568,NCC1CCN(c2cc3c(cc2F)c(=O)n(O)c(=O)n3C2CC2)C1,1.0,ug.mL-1,334.35,Escherichia coli
CHEMBL216931,O=C1C(=C(O)Cc2ccc(Cl)cc2Cl)C(=O)N(c2ccc(Cl)cc2)N1c1ccc(Cl)cc1,128.0,ug.mL-1,508.19,Escherichia coli
CHEMBL2372555,CCC(C)CCCCC(=O)N[C@@H](CCNC(C)=O)C(=O)N[C@H](C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O,1.3,ug.mL-1,1245.54,Escherichia coli
CHEMBL36506,CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,512.0,ug.mL-1,612.63,Escherichia coli
CHEMBL305472,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccc4[nH]c(-c5cccs5)nc4c3)CS[C@H]12)c1csc(N)n1,0.25,ug.mL-1,596.68,Escherichia coli
CHEMBL3039597,CNC(C)[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](C(C)N)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,6.0,ug.mL-1,1390.73,Escherichia coli
CHEMBL3221309,C=CCOc1ccc(OCc2ccccc2)cc1C(=O)NO,800.0,ug.mL-1,299.33,Escherichia coli
CHEMBL617,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,1000.0,ug.mL-1,396.45,Escherichia coli BL21(DE3)
CHEMBL488328,CO/N=C/CC(=O)c1ccc(C(C)C)cc1,64.0,ug.mL-1,219.28,Escherichia coli
CHEMBL477931,C=C(CC[C@@H](C)[C@H]1C[C@H](O)[C@H]2[C@@H]3C[C@@H](O)[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)[C@H](C)CO,25.0,ug.mL-1,448.69,Escherichia coli
CHEMBL499516,CCn1c(NC2CCCC2)nc2c(N)ncnc21,50.0,ug.mL-1,246.32,Escherichia coli
CHEMBL219927,N[C@H]1C[C@@H](N)[C@H](O[C@H]2O[C@@H](CO)[C@H](O)[C@@H]2O)[C@@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1N.O=S(=O)(O)O,256.0,ug.mL-1,553.54,Escherichia coli
CHEMBL32,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,1.0,ug.mL-1,401.44,Escherichia coli
CHEMBL1761224,CCCCCCCCCCCCCCCC(=O)N(C(=O)NC1CCCCC1)C1CCCCC1,50.0,ug.mL-1,462.76,Escherichia coli
CHEMBL33245,CCCCCCCCCCCCCCCC(=O)Nc1ccccc1O,100.0,ug.mL-1,347.54,Escherichia coli
CHEMBL583085,Nc1c(C(=O)Nc2nc3ccccc3s2)cnn1-c1ccccc1,50.0,ug.mL-1,335.39,Escherichia coli
CHEMBL305082,CN[C@@H](C)C(=O)N[C@@H](CCl)C(=O)O,6.25,ug.mL-1,208.64,Escherichia coli
CHEMBL525169,Cc1c(N2CCC2)c(F)cc2c(=O)n(N)c(=O)n(C3CC3)c12,64.0,ug.mL-1,304.32,Escherichia coli
CHEMBL109174,COc1cccc(-c2nc3nonc3nc2O)c1,128.0,ug.mL-1,244.21,Escherichia coli
CHEMBL161,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(O)nn3C)CS[C@H]12)c1csc(N)n1,64.0,ug.mL-1,554.59,Escherichia coli
CHEMBL374478,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,1.9,ug.mL-1,822.95,Escherichia coli
CHEMBL245634,CC(=O)Nn1c(=O)c2cc(F)c(N3CCC(N)C3)c(Cl)c2n(C2CC2)c1=O,64.0,ug.mL-1,395.82,Escherichia coli
CHEMBL453388,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O.O.O.O,500.0,ug.mL-1,403.46,Escherichia coli
CHEMBL243194,Nc1cccc(O)c1NC(=O)Cc1ccc(F)cc1,250.0,ug.mL-1,260.27,Escherichia coli
CHEMBL242308,CC(C)(C)c1ccc(C(=O)Nc2ccc(N)cc2O)cc1,125.0,ug.mL-1,284.36,Escherichia coli
CHEMBL2260100,Clc1ccc(/N=C\c2cccc3ccccc23)cc1,500.0,ug.mL-1,265.74,Escherichia coli
CHEMBL269698,CC(=O)OCC1=C(C(=O)OC(c2ccccc2)c2ccccc2)N2C(=O)[C@@H](Nc3nc4cc(C(F)(F)F)ccc4[nH]3)C2SC1,32.0,ug.mL-1,622.63,Escherichia coli
CHEMBL3138432,C[C@@H](CCC(=O)NC[C@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](N)C[C@H](N)[C@H]2O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2N)[C@H](O)[C@@H]1O[C@H]1O[C@@H](CN)[C@@H](O)[C@H](O)[C@H]1N)[C@@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@H]4C[C@@H](O)CC[C@@]4(C)[C@H]3C[C@@H](O)[C@@]12C,64.0,ug.mL-1,1004.23,Escherichia coli
CHEMBL268857,CC(=O)OCC1=C(C(=O)OC(c2ccccc2)c2ccccc2)N2C(=O)[C@@H](Nc3nc4c(C)cccc4[nH]3)C2SC1,16.0,ug.mL-1,568.66,Escherichia coli
CHEMBL564945,CCOC(=O)Cc1csc(N/N=C2\CC(c3ccc(Cl)cc3)NC(c3ccc(Cl)cc3)C2C)n1,64.0,ug.mL-1,517.48,Escherichia coli
CHEMBL1730,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,0.17,ug.mL-1,455.47,Escherichia coli
CHEMBL23338,C/C=C/c1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,6.0,ug.mL-1,300.36,Escherichia coli
CHEMBL1440,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,2.0,ug.mL-1,444.44,Escherichia coli
CHEMBL15028,COc1c(N2CCC(CN)CC2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,0.1,ug.mL-1,389.43,Escherichia coli
CHEMBL423476,CS(=O)(=O)Nc1cccc([C@@H](N)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(C(F)(F)F)CC[C@H]23)c1,1000.0,nM,476.43,Escherichia coli
CHEMBL111605,Clc1cc2nc(C3CCNCC3)n(Cc3ccncc3)c2cc1Cl,50000.0,nM,361.28,Escherichia coli
CHEMBL46291,Nc1cc2c(=O)c(C(=O)O)cn(C3CC3)c2cc1N1CCSC1,0.5,ug.mL-1,331.4,Escherichia coli
CHEMBL44354,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,32.0,ug.mL-1,546.59,Escherichia coli
CHEMBL360950,O=c1c2cc(F)c(N3CCCC3)cc2n(C2CC2)c(=O)n1O,0.1,ug.mL-1,305.31,Escherichia coli
CHEMBL1087161,Cc1cc2oc(=O)cc(CN=[N+]=[N-])c2cc1S(=O)(=O)Nc1cccc2ccccc12,500.0,ug.mL-1,420.45,Escherichia coli
CHEMBL2114044,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc(S(=O)(=O)O)c3)CS[C@H]12)c1csc(N)n1,0.5,ug.mL-1,554.59,Escherichia coli
CHEMBL365475,O=c1c2cc(F)c(N3CCCC3)cc2n(-c2ccc(F)cc2F)c(=O)n1O,64.0,ug.mL-1,377.32,Escherichia coli
CHEMBL1085208,CC[C@H](C)[C@H](NC(=O)[C@H](CCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](N)C(C)C)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCN)C(N)=O,0.5,ug.mL-1,2305.77,Escherichia coli
CHEMBL49071,C[C@H]1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1,0.01,ug.mL-1,417.39,Escherichia coli
CHEMBL264617,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccc4occc4c3)CS[C@H]12)c1csc(N)n1,0.015,ug.mL-1,514.55,Escherichia coli
CHEMBL29572,NCC1CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CCO1,0.1,ug.mL-1,379.36,Escherichia coli
CHEMBL310970,N#Cc1cnc(NC(=O)OCc2ccc(Cl)c(Cl)c2)s1,128.0,ug.mL-1,328.18,Escherichia coli
CHEMBL70581,CCCCCCCCCCCC(=O)O[C@H](CC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C[N+](C)(C)C.[Cl-],100.0,ug.mL-1,726.05,Escherichia coli
CHEMBL141376,CC1CN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2SCC4)CC(C)N1,6.25,ug.mL-1,377.44,Escherichia coli
CHEMBL59126,Nc1nc(/C(=N\OCCF)C(=O)N[C@@H]2C(=O)N3C(C(=O)[O-])=C(Sc4nc(C(=O)OCc5ccccc5)cs4)CC[C@H]23)cs1.[Na+],0.25,ug.mL-1,668.69,Escherichia coli
CHEMBL2031376,CCCCCCCCCCCC[n+]1ccc(-c2cc[n+](CCCCCCCCCCCC)cc2)cc1.[Cl-].[Cl-],4000.0,nM,565.76,Escherichia coli
CHEMBL308191,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4ncccc43)CS[C@H]12)c1csc(N)n1,0.06,ug.mL-1,525.57,Escherichia coli
CHEMBL1436,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1,128.0,ug.mL-1,424.39,Escherichia coli
CHEMBL4126781,COc1c(Cl)c(OC)c2c(c1C(C)=O)OC(C)(C)C(OC)C2Cl,1.0,ug.mL-1,363.24,Escherichia coli
CHEMBL3349032,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccc(CC(=O)NO)cc3)CS[C@H]12)c1csc(N)n1,0.06,ug.mL-1,547.58,Escherichia coli
CHEMBL410714,CCN1CCN(C(=O)NC(C(=O)N[C@@H]2C(=O)N3[C@@H](C(=O)[O-])C(C)(C)S[C@H]23)c2ccccc2)C(=O)C1=O.C[C@]1(COC(=O)Cc2ccc(O)c(O)c2)[C@H](C(=O)[O-])N2C(=O)/C(=C/c3ccccn3)C2S1(=O)=O.[Na+].[Na+],2.0,ug.mL-1,1050.0,Escherichia coli
CHEMBL410714,CCN1CCN(C(=O)NC(C(=O)N[C@@H]2C(=O)N3[C@@H](C(=O)[O-])C(C)(C)S[C@H]23)c2ccccc2)C(=O)C1=O.C[C@]1(COC(=O)Cc2ccc(O)c(O)c2)[C@H](C(=O)[O-])N2C(=O)/C(=C/c3ccccn3)C2S1(=O)=O.[Na+].[Na+],2.0,ug.mL-1,1050.0,Escherichia coli
CHEMBL1240715,CC[C@H](C)[C@H](NC(=O)[C@H](C)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](C)NC(=O)[C@H](CCSC)NC(=O)CN)C(=O)N[C@@H](C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(N)=O)C(C)C)[C@@H](C)CC,8.0,ug.mL-1,1968.49,Escherichia coli
CHEMBL4,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,0.1,ug.mL-1,361.37,Escherichia coli
CHEMBL4066982,C[C@@H](O)[C@H](NC1CCN(C)c2cc(C#Cc3ccc(CN4CCOCC4)cc3)ccc21)C(=O)NO,2.0,ug.mL-1,478.59,Escherichia coli ATCC 25922
CHEMBL4162870,N#C/C(=C\c1cnc(N2CCOCC2)nc1)c1nc2ccccc2[nH]1,27.8,ug.mL-1,332.37,Escherichia coli ATCC 25922
CHEMBL194067,NC[C@@H]1C[C@H](O)[C@@H](N)[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](OC[C@@H](O)CNCCCNC[C@@H](O)CO[C@H]3[C@H](N)C[C@H](N)[C@@H](O[C@H]4O[C@H](CN)[C@@H](O)C[C@H]4N)[C@@H]3O)[C@H]2O)O1,20.9,ug.mL-1,798.98,Escherichia coli
CHEMBL168947,COCCN1CCc2c([n+]([O-])c3ccccc3[n+]2[O-])C1=O,1.56,ug.mL-1,289.29,Escherichia coli
CHEMBL47028,CN1CCN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC1,0.004,ug.mL-1,378.38,Escherichia coli
CHEMBL186,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,4.0,ug.mL-1,480.57,Escherichia coli
CHEMBL420884,CC[C@@H]1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C[C@H]1N,0.03,ug.mL-1,374.42,Escherichia coli
CHEMBL2367600,CNCCN(C)C(=O)[C@H]1NC(=O)[C@H]2NC(=O)[C@H](NC(=O)[C@@H]3NC(=O)[C@H]4NC(=O)[C@@H](Cc5ccc(c(Cl)c5)Oc5cc3cc(c5O)Oc3ccc(cc3Cl)[C@H]2O)NC(=O)[C@H](N)c2ccc(O)c(c2)Oc2cc(O)cc4c2)c2ccc(O)c(c2)-c2c(O)cc(O)cc21,16.0,ug.mL-1,1269.07,Escherichia coli
CHEMBL175245,O=C(O)c1c(=O)c2cc(F)c(N3CCSCC3)c3c2n2c(csc12)CO3,0.39,ug.mL-1,392.43,Escherichia coli
CHEMBL8,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,0.25,ug.mL-1,331.35,Escherichia coli
CHEMBL408496,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)/C(=N/OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,40.0,ug.mL-1,690.87,Escherichia coli
CHEMBL4440951,Nc1ncc2cc(-c3c(Cl)cccc3Cl)c(N3CCC(N)(CO)C3)nc2n1,8.0,ug.mL-1,405.29,Escherichia coli
CHEMBL30260,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](CSc4nnnn4C)C3)[C@H](C)[C@H]12,0.025,ug.mL-1,440.55,Escherichia coli
CHEMBL1668836,N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC(c2noc3cc(F)ccc23)CC1.O=C(O)C(F)(F)F,40.0,ug.mL-1,497.45,Escherichia coli
CHEMBL202864,O=c1[nH]sc2c1c(=O)c1cc(F)c(N3CCNCC3)cc1n2C1CC1,0.004,ug.mL-1,360.41,Escherichia coli
CHEMBL380861,Fc1ccc(Nc2nc(NCCN3CCOCC3)nc(Nc3ccc(F)cc3)n2)cc1,,,427.46,Escherichia coli
CHEMBL3414662,C(#Cc1ccc(Cn2c[n+](Cc3ccc(C#Cc4ccccc4)cc3)c3ccccc32)cc1)c1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,25000.0,nM,779.78,Escherichia coli
CHEMBL3414668,C(#Cc1ccc(C[n+]2cn(Cc3cccc(Cn4c[n+](Cc5ccc(C#Cc6ccccc6)cc5)c5ccccc54)n3)c3ccccc32)cc1)c1ccccc1.O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F,10000.0,nM,1020.05,Escherichia coli
CHEMBL85631,COc1ccc(C(=O)c2cc(O)cc(OC)c2)cc1,,,258.27,Escherichia coli
CHEMBL1082,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,32.0,ug.mL-1,365.41,Escherichia coli
CHEMBL617,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,4.7,ug.mL-1,396.45,Escherichia coli
CHEMBL360168,Nc1c(F)c(N2C[C@H]3CC[C@H]4C[C@@]4(N)[C@H]3C2)c(F)c2c1c(=O)c(C(=O)O)cn2[C@@H]1C[C@@H]1F,0.003,ug.mL-1,448.45,Escherichia coli
CHEMBL101476,C[C@H](N)C(=O)NC[C@H]1OCC[C@H]1SC1=C(C(=O)[O-])N2C(=O)[C@H]([C@@H](C)O)[C@H]2[C@H]1C.[Na+],0.06,ug.mL-1,435.48,Escherichia coli
CHEMBL8,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,0.06,ug.mL-1,331.35,Escherichia coli
CHEMBL8,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,0.06,ug.mL-1,331.35,Escherichia coli
CHEMBL109416,N#CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CSc3cc(Cl)ccc3Cl)CN2C1,128.0,ug.mL-1,427.27,Escherichia coli
CHEMBL8,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,0.06,ug.mL-1,331.35,Escherichia coli
CHEMBL1689767,CN(C)CC(C)(C)CNc1nc(Cl)c2c(c1O)C(=O)C1=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3C[C@@H]1C2.Cl,8.0,ug.mL-1,614.53,Escherichia coli
CHEMBL9,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,1.0,ug.mL-1,319.34,Escherichia coli
CHEMBL348649,O=C(O)c1cn(-c2ccc(F)cc2)c2cc(N3C[C@@H]4C[C@H]3CN4)c(F)cc2c1=O,0.1,ug.mL-1,397.38,Escherichia coli
CHEMBL9,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,2.0,ug.mL-1,319.34,Escherichia coli
CHEMBL5,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,64.0,ug.mL-1,232.24,Escherichia coli
CHEMBL996,CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21,1.0,ug.mL-1,427.46,Escherichia coli
CHEMBL148,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,0.125,ug.mL-1,299.35,Escherichia coli
CHEMBL367210,Cc1ccc(S(=O)(=O)N2N=Cc3c(F)cccc3B2O)cc1,50.0,ug.mL-1,318.14,Escherichia coli
